ANNO;MESE;CCAUS_SDOCU;CTIPO_DRIGD;NPROT_DDOCU;DREGI_DDOCU;NDOCU;NDOCU_SSUFF;DDOCU;YCALE_DRIVA;CRIVA;NPROT_DRIVA;NPROT_PBISX;CARTI;TARTI;CUNMI_DMAGA;QMOMA; APREZ ;PSCON_ORICA_1;PSCON_ORICA_2;PSCON_ORICA_3;PSCON_ORICA_4;PSCON_ORICA_5;PSCON_ORICA_6;APREZ_SNETT; AVALO ;PSCON_ORICA_T1;PSCON_ORICA_T2;PSCON_ORICA_T3;PSCON_ORICA_T4;PSCON_ORICA_T5;PSCON_ORICA_T6;CMPAG;TMPAG;CPORT;TPORT;NRIGA_DDOCU_B;TRASO_DSOCI;CSOCI;CTIPO_DLOTT;CLOTT;NCOCG;TRASO;TINDI;RINDI;DEC_QUANTITA;DEC_PREZZO;CODICE_VETTORE;DESCR_VETTORE;ORD_CLI;CTIPO_DCDCX;NCOCG;TRASO;CNAZI;CREGI;AGENTE
2023;06;BCIV;BCIV;510;05/06/2023 00:00;;;05/06/2023 00:00;2023;V01;257;0;COL27;COD. C402016080Z SAT. 3�STADIO - REV.1;Nr;379; 2,45 ? ;0;0;0;0;0;0;2,45; 928,55 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2022000011820110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 125 / 80;E2200414;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;06;BCIV;BCIV;511;05/06/2023 00:00;;;05/06/2023 00:00;2023;V01;257;0;COL69;COD. C402017940Z INGRANAGGIO TIRO 11;Nr;16; 9,50 ? ;0;0;0;0;0;0;9,5; 152,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;20;Microingranaggi Srl;MIIN;PFLO;994;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 53 / 30;E2300175;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;06;BCIV;BCIV;511;05/06/2023 00:00;;;05/06/2023 00:00;2023;V01;257;0;COL46;COD. C402018050Z INGR. SALDATURA 03;Nr;43; 26,00 ? ;0;0;0;0;0;0;26; 1.118,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;PFLO;993;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 42 / 30;E2300149;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;06;BCIV;BCIV;555;14/06/2023 00:00;;;14/06/2023 00:00;2023;V01;257;0;COL84-00;COD. C210984600Z KIT INGR. FOLLE TELAIO;Nr;500; 5,60 ? ;0;0;0;0;0;0;5,6; 2.800,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2023000006160020;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 119 / 10;E2300490;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;06;BCIV;BCIV;556;14/06/2023 00:00;;;14/06/2023 00:00;2023;V01;257;0;COL73;COD. C402018200Z INGRANAGGIO TIRO 04;Nr;16; 13,20 ? ;0;0;0;0;0;0;13,2; 211,20 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2023000004080110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 83 / 10;E2300350;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL72;COD. C402018150Z INGR. SALDATURA 01;Nr;29; 16,00 ? ;0;0;0;0;0;0;16; 464,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;90;Microingranaggi Srl;MIIN;OP;2019000001530110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 54 / 20;E2300177;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL71;COD. C402018140Z RUOTA FOLLE;Nr;50; 15,50 ? ;0;0;0;0;0;0;15,5; 775,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;80;Microingranaggi Srl;MIIN;OP;2019000001570110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 51 / 20;E2300170;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL70;COD. C402018130Z INGRANAGGIO TIRO 5 - REV.02;Nr;102; 9,80 ? ;0;0;0;0;0;0;9,8; 999,60 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;70;Microingranaggi Srl;MIIN;PFLO;997;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 50 / 30;E2300168;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL62;COD. C402017970Z INGRANAGGIO TIRO 10;Nr;26; 12,40 ? ;0;0;0;0;0;0;12,4; 322,40 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;60;Microingranaggi Srl;MIIN;OP;2019000001550110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 49 / 20;E2300165;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL55;COD. C402017960Z INGRANAGGIO TIRO 06 - REV.01;Nr;24; 10,00 ? ;0;0;0;0;0;0;10; 240,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;50;Microingranaggi Srl;MIIN;PFLO;999;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 48 / 30;E2300163;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL59;COD. C402017950Z INGRANAGGIO TIRO 07 - REV.01;Nr;44; 10,20 ? ;0;0;0;0;0;0;10,2; 448,80 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;40;Microingranaggi Srl;MIIN;PFLO;998;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 47 / 30;E2300160;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL16;COD. C402014790Z PIGNONE TRAS. Z9 M0.8 - REV.04;Nr;600; 3,45 ? ;0;0;0;0;0;0;3,45; 2.070,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;30;Microingranaggi Srl;MIIN;OP;2022000034980080;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 378 / 20;E2201643;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL83-00;COD. C210983600Z KIT ING. FOLLE;Nr;600; 5,60 ? ;0;0;0;0;0;0;5,6; 3.360,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;20;Microingranaggi Srl;MIIN;OP;2022000035020020;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 378 / 10;E2201642;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL27;COD. C402016080Z SAT. 3�STADIO - REV.1;Nr;21; 2,45 ? ;0;0;0;0;0;0;2,45; 51,45 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;11;Microingranaggi Srl;MIIN;OP;2022000011840110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 125 / 90;E2200415;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL27;COD. C402016080Z SAT. 3�STADIO - REV.1;Nr;379; 2,45 ? ;0;0;0;0;0;0;2,45; 928,55 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2022000011830110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 125 / 90;E2200415;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;621;07/07/2023 00:00;;;07/07/2023 00:00;2023;V01;311;0;COL62;COD. C402017970Z INGRANAGGIO TIRO 10;Nr;24; 12,40 ? ;0;0;0;0;0;0;12,4; 297,60 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;20;Microingranaggi Srl;MIIN;OP;2023000002570110;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 49 / 20;E2300165;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;621;07/07/2023 00:00;;;07/07/2023 00:00;2023;V01;311;0;COL17;COD. C402014810Z INGR. Z22 M0.8 - REV.3;Nr;1489; 2,65 ? ;0;0;0;0;0;0;2,65; 3.945,85 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2022000027360090;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2022 / 154 / 70;E2200542;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;664;18/07/2023 00:00;;;18/07/2023 00:00;2023;V01;311;0;COL18;COD. C402014830Z SOLARE ULTIMO STADIO - REV.05;Nr;461; 14,30 ? ;0;0;0;0;0;0;14,3; 6.592,30 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;11;Microingranaggi Srl;MIIN;OP;2023000006340100;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 124 / 10;E2300507;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;664;18/07/2023 00:00;;;18/07/2023 00:00;2023;V01;311;0;COL18;COD. C402014830Z SOLARE ULTIMO STADIO - REV.05;Nr;39; 14,30 ? ;0;0;0;0;0;0;14,3; 557,70 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2023000004590100;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 124 / 10;E2300507;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;676;20/07/2023 00:00;;;20/07/2023 00:00;2023;V01;311;0;COL82;COD. C402018730Z INGR. Z21 M0.8;Nr;600; 5,60 ? ;0;0;0;0;0;0;5,6; 3.360,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2023000006170090;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 120 / 10;E2300496;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL84-00;COD. C210984600Z KIT INGR. FOLLE TELAIO;Nr;500; 5,60 ? ;0;0;0;0;0;0;5,6; 2.800,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;120;Microingranaggi Srl;MIIN;OP;2023000006160020;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 119 / 20;E2300491;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL23;COD. C402012130Z INGR. NON RITORNO - REV.2;Nr;500; 5,50 ? ;0;0;0;0;0;0;5,5; 2.750,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;110;Microingranaggi Srl;MIIN;OP;2023000005510080;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 96 / 30;E2300402;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;07;BCIV;BCIV;609;05/07/2023 00:00;;;05/07/2023 00:00;2023;V01;311;0;COL49;COD. C402017900Z INGRANAGGIO TIRO 13 - REV.01;Nr;120; 9,60 ? ;0;0;0;0;0;0;9,6; 1.152,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;100;Microingranaggi Srl;MIIN;OP;2023000002530120;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 55 / 20;E2300179;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL16;COD. C402014790Z PIGNONE TRAS. Z9 M0.8 - REV.04;Nr;360; 3,30 ? ;0;0;0;0;0;0;3,3; 1.188,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;31;Microingranaggi Srl;MIIN;OP;2023000006070080;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 118 / 10;E2300486;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL84-00;COD. C210984600Z KIT INGR. FOLLE TELAIO;Nr;500; 5,60 ? ;0;0;0;0;0;0;5,6; 2.800,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;40;Microingranaggi Srl;MIIN;OP;2023000006160020;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 119 / 30;E2300492;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL82;COD. C402018730Z INGR. Z21 M0.8;Nr;43; 5,60 ? ;0;0;0;0;0;0;5,6; 240,80 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;50;Microingranaggi Srl;MIIN;OP;2022000035000090;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 120 / 20;E2300497;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL82;COD. C402018730Z INGR. Z21 M0.8;Nr;557; 5,60 ? ;0;0;0;0;0;0;5,6; 3.119,20 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;51;Microingranaggi Srl;MIIN;OP;2023000006170090;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 120 / 20;E2300497;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL18;COD. C402014830Z SOLARE ULTIMO STADIO - REV.05;Nr;500; 14,30 ? ;0;0;0;0;0;0;14,3; 7.150,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;60;Microingranaggi Srl;MIIN;OP;2023000006340100;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 124 / 20;E2300508;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL16;COD. C402014790Z PIGNONE TRAS. Z9 M0.8 - REV.04;Nr;240; 3,30 ? ;0;0;0;0;0;0;3,3; 792,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;30;Microingranaggi Srl;MIIN;OP;2022000034980080;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 118 / 10;E2300486;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL23;COD. C402012130Z INGR. NON RITORNO - REV.2;Nr;500; 5,50 ? ;0;0;0;0;0;0;5,5; 2.750,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;20;Microingranaggi Srl;MIIN;OP;2023000005510080;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2023 / 96 / 35;E2300403;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;08;BCIV;BCIV;712;01/08/2023 00:00;;;01/08/2023 00:00;2023;V01;366;0;COL83-00;COD. C210983600Z KIT ING. FOLLE;Nr;469; 5,60 ? ;0;0;0;0;0;0;5,6; 2.626,40 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2022000035020020;296;MARGUTTI C. AUTOTRASPORTI;SIAT - Magazzino WH3;Via Puecher 22;0;4;029;MARGUTTI C. AUTOTRASPORTI;OIC / 2022 / 379 / 10;E2201644;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;816;19/09/2023 00:00;;;19/09/2023 00:00;2023;V01;424;0;COL82;COD. C402018730Z INGR. Z21 M0.8;Nr;600; 5,60 ? ;0;0;0;0;0;0;5,6; 3.360,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2023000006170090;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 120 / 30;E2300498;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;793;08/09/2023 00:00;;;08/09/2023 00:00;2023;V01;424;0;COL87;COD. C402020320Z RUOTA CONDOTTA Z83 M0.8;Nr;54; 51,00 ? ;0;0;0;0;0;0;51; 2.754,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2023000011620080;296;TNT GLOBAL EXPRESS S.R.L.;SIAT - Magazzino WH3;Via Puecher 22;0;4;014;TNT GLOBAL EXPRESS S.R.L.;OIC / 2023 / 226 / 10;E2300946;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;838;27/09/2023 00:00;;;27/09/2023 00:00;2023;V01;424;0;COL51;COD. C402017880Z INGRANAGGIO TIRO 14 - REV.02;Nr;55; 32,00 ? ;0;0;0;0;0;0;32; 1.760,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2023000010680130;296;TNT GLOBAL EXPRESS S.R.L.;SIAT - Magazzino WH3;Via Puecher 22;0;4;014;TNT GLOBAL EXPRESS S.R.L.;OIC / 2023 / 203 / 10;E2300864;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;846;28/09/2023 00:00;;;28/09/2023 00:00;2023;V01;424;0;COL88;COD. C402020330Z PIGNONE Z41 M0.8;Nr;56; 27,00 ? ;0;0;0;0;0;0;27; 1.512,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2023000011770100;296;TNT GLOBAL EXPRESS S.R.L.;SIAT - Magazzino WH3;Via Puecher 22;0;4;014;TNT GLOBAL EXPRESS S.R.L.;OIC / 2023 / 226 / 50;E2300963;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;816;19/09/2023 00:00;;;19/09/2023 00:00;2023;V01;424;0;COL17;COD. C402014810Z INGR. Z22 M0.8 - REV.3;Nr;1500; 2,55 ? ;0;0;0;0;0;0;2,55; 3.825,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;20;Microingranaggi Srl;MIIN;OP;2023000006210090;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 125 / 20;E2300514;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;816;19/09/2023 00:00;;;19/09/2023 00:00;2023;V01;424;0;COL69;COD. C402017940Z INGRANAGGIO TIRO 11;Nr;25; 9,50 ? ;0;0;0;0;0;0;9,5; 237,50 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;30;Microingranaggi Srl;MIIN;OP;2023000010700100;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 202 / 10;E2300862;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;816;19/09/2023 00:00;;;19/09/2023 00:00;2023;V01;424;0;COL90;COD. C402020630Z SOLARE 02 Z13 M0.6;Nr;58; 20,30 ? ;0;0;0;0;0;0;20,3; 1.177,40 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;40;Microingranaggi Srl;MIIN;OP;2023000011650100;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 226 / 40;E2300949;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL27;COD. C402016080Z SAT. 3�STADIO - REV.1;Nr;388; 2,45 ? ;0;0;0;0;0;0;2,45; 950,60 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;10;Microingranaggi Srl;MIIN;OP;2022000011840110;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2022 / 125 / 100;E2200416;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL24;COD. C402014872Z RULLO TRASC. Z54 M0.8 - REV.02;Nr;178; 12,90 ? ;0;0;0;0;0;0;12,9; 2.296,20 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;20;Microingranaggi Srl;MIIN;OP;2022000014100090;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2022 / 158 / 80;E2200560;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL24;COD. C402014872Z RULLO TRASC. Z54 M0.8 - REV.02;Nr;322; 12,90 ? ;0;0;0;0;0;0;12,9; 4.153,80 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;21;Microingranaggi Srl;MIIN;OP;2022000014110090;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2022 / 158 / 80;E2200560;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;839;27/09/2023 00:00;;;27/09/2023 00:00;2023;V01;424;0;COL68;COD. C402017870Z SATELLITE RULLO - REV.01;Nr;55; 12,60 ? ;0;0;0;0;0;0;12,6; 693,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;10;Microingranaggi Srl;MIIN;OP;2023000010690120;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 204 / 10;E2300866;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL23;COD. C402012130Z INGR. NON RITORNO - REV.2;Nr;500; 5,50 ? ;0;0;0;0;0;0;5,5; 2.750,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;40;Microingranaggi Srl;MIIN;OP;2023000005510080;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 96 / 40;E2300404;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL73;COD. C402018200Z INGRANAGGIO TIRO 04;Nr;50; 13,20 ? ;0;0;0;0;0;0;13,2; 660,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;30;Microingranaggi Srl;MIIN;OP;2023000004080110;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 83 / 20;E2300351;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;839;27/09/2023 00:00;;;27/09/2023 00:00;2023;V01;424;0;COL68;COD. C402017870Z SATELLITE RULLO - REV.01;Nr;55; 12,60 ? ;0;0;0;0;0;0;12,6; 693,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;0;;20;Microingranaggi Srl;MIIN;OP;2023000010690120;296;Default;SIAT - Magazzino WH3;Via Puecher 22;0;4;0;Default;OIC / 2023 / 204 / 20;E2300867;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL16;COD. C402014790Z PIGNONE TRAS. Z9 M0.8 - REV.04;Nr;600; 3,30 ? ;0;0;0;0;0;0;3,3; 1.980,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;50;Microingranaggi Srl;MIIN;OP;2023000006070080;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 118 / 20;E2300487;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
2023;09;BCIV;BCIV;771;05/09/2023 00:00;;;05/09/2023 00:00;2023;V01;424;0;COL84-00;COD. C210984600Z KIT INGR. FOLLE TELAIO;Nr;500; 5,60 ? ;0;0;0;0;0;0;5,6; 2.800,00 ? ;;;;;;;AR55;RIBA 90 GG FM 5;FRA;PORTO FRANCO;60;Microingranaggi Srl;MIIN;OP;2023000006160020;296;ARCO SPEDIZIONI;SIAT - Magazzino WH3;Via Puecher 22;0;4;028;ARCO SPEDIZIONI;OIC / 2023 / 119 / 40;E2300493;296;SIAT SPA;IT;LOM;BEZZI DAVIDE
